FagNivaa;EnhetNivaa;Vurderingsfagkode;Nasjonaltkode;Fylkekode;Organisasjonsnummer;Vurderingsfagnavn;Nasjonalt;Fylke;EnhetNavn;2024-25.Standpunkt.Alle eierformer.Alle kjønn.Snittkarakter;2024-25.Standpunkt.Alle eierformer.Alle kjønn.Antall elever
2;3;NOR1270;I;32;974587823;Norsk hovedmål, vg3 påbygging til generell studiekompetanse, skriftlig;Hele landet;Akershus;Rud videregående skole;3,3;77
2;3;NOR1270;I;32;974587769;Norsk hovedmål, vg3 påbygging til generell studiekompetanse, skriftlig;Hele landet;Akershus;Rælingen videregående skole;3,7;61
2;3;NOR1270;I;32;974605953;Norsk hovedmål, vg3 påbygging til generell studiekompetanse, skriftlig;Hele landet;Akershus;Røyken videregående skole;3,5;50
2;3;NOR1270;I;32;924422459;Norsk hovedmål, vg3 påbygging til generell studiekompetanse, skriftlig;Hele landet;Akershus;Seiersborg videregående skole Follo AS;3,7;10
2;3;NOR1270;I;32;974587629;Norsk hovedmål, vg3 påbygging til generell studiekompetanse, skriftlig;Hele landet;Akershus;Skedsmo videregående skole;3,7;73
2;3;NOR1270;I;32;974587718;Norsk hovedmål, vg3 påbygging til generell studiekompetanse, skriftlig;Hele landet;Akershus;Stabekk videregående skole;4,4;12
2;3;NOR1270;I;32;874587842;Norsk hovedmål, vg3 påbygging til generell studiekompetanse, skriftlig;Hele landet;Akershus;Sørumsand videregående skole;3,4;47
2;3;NOR1270;I;32;974587815;Norsk hovedmål, vg3 påbygging til generell studiekompetanse, skriftlig;Hele landet;Akershus;Vestby videregående skole;3,6;45
2;3;NOR1270;I;32;974587564;Norsk hovedmål, vg3 påbygging til generell studiekompetanse, skriftlig;Hele landet;Akershus;Ås videregående skole;3,6;84
2;2;NOR1270;I;33;33;Norsk hovedmål, vg3 påbygging til generell studiekompetanse, skriftlig;Hele landet;Buskerud;Alle skoler;3,6;451
2;3;NOR1270;I;33;985500568;Norsk hovedmål, vg3 påbygging til generell studiekompetanse, skriftlig;Hele landet;Buskerud;Akademiet Drammen AS;4,2;29
2;3;NOR1270;I;33;988938424;Norsk hovedmål, vg3 påbygging til generell studiekompetanse, skriftlig;Hele landet;Buskerud;Akademiet Ypsilon videregående skole AS;3,4;36
2;3;NOR1270;I;33;986737162;Norsk hovedmål, vg3 påbygging til generell studiekompetanse, skriftlig;Hele landet;Buskerud;Briskeby videregående skole AS;3,3;7
2;3;NOR1270;I;33;974606216;Norsk hovedmål, vg3 påbygging til generell studiekompetanse, skriftlig;Hele landet;Buskerud;Buskerud videregående skole;4;51
2;3;NOR1270;I;33;974605929;Norsk hovedmål, vg3 påbygging til generell studiekompetanse, skriftlig;Hele landet;Buskerud;Hønefoss videregående skole;3,4;53
2;3;NOR1270;I;33;974605996;Norsk hovedmål, vg3 påbygging til generell studiekompetanse, skriftlig;Hele landet;Buskerud;Kongsberg videregående skole;3,7;82
2;3;NOR1270;I;33;974606135;Norsk hovedmål, vg3 påbygging til generell studiekompetanse, skriftlig;Hele landet;Buskerud;Lier videregående skole;3;94
2;3;NOR1270;I;33;974606232;Norsk hovedmål, vg3 påbygging til generell studiekompetanse, skriftlig;Hele landet;Buskerud;Numedal videregående skole;5;6
2;3;NOR1270;I;33;973255754;Norsk hovedmål, vg3 påbygging til generell studiekompetanse, skriftlig;Hele landet;Buskerud;Tyrifjord videregående skole;2,9;15
2;3;NOR1270;I;33;974605910;Norsk hovedmål, vg3 påbygging til generell studiekompetanse, skriftlig;Hele landet;Buskerud;Ål vidaregåande skole avd Ål;4,3;27
2;3;NOR1270;I;33;974605937;Norsk hovedmål, vg3 påbygging til generell studiekompetanse, skriftlig;Hele landet;Buskerud;Åssiden videregående skole;4,1;51
2;2;NOR1270;I;56;56;Norsk hovedmål, vg3 påbygging til generell studiekompetanse, skriftlig;Hele landet;Finnmark - Finnmárku - Finmarkku;Alle skoler;3,5;78
2;3;NOR1270;I;56;974622750;Norsk hovedmål, vg3 påbygging til generell studiekompetanse, skriftlig;Hele landet;Finnmark - Finnmárku - Finmarkku;Alta videregående skole;3,3;26
2;3;NOR1270;I;56;914837367;Norsk hovedmål, vg3 påbygging til generell studiekompetanse, skriftlig;Hele landet;Finnmark - Finnmárku - Finmarkku;Båtsfjord private videregående skole AS;*;*
2;3;NOR1270;I;56;874622702;Norsk hovedmål, vg3 påbygging til generell studiekompetanse, skriftlig;Hele landet;Finnmark - Finnmárku - Finmarkku;Hammerfest videregående skole;3,7;15
2;3;NOR1270;I;56;974622726;Norsk hovedmål, vg3 påbygging til generell studiekompetanse, skriftlig;Hele landet;Finnmark - Finnmárku - Finmarkku;Kirkenes videregående skole;3,6;8
2;3;NOR1270;I;56;974622742;Norsk hovedmål, vg3 påbygging til generell studiekompetanse, skriftlig;Hele landet;Finnmark - Finnmárku - Finmarkku;Lakselv videregående skole;4,3;6
2;3;NOR1270;I;56;974064332;Norsk hovedmål, vg3 påbygging til generell studiekompetanse, skriftlig;Hele landet;Finnmark - Finnmárku - Finmarkku;Tana videregående skole;3,5;11
2;3;NOR1270;I;56;974622718;Norsk hovedmål, vg3 påbygging til generell studiekompetanse, skriftlig;Hele landet;Finnmark - Finnmárku - Finmarkku;Vadsø videregående skole;*;*
2;3;NOR1270;I;56;974622777;Norsk hovedmål, vg3 påbygging til generell studiekompetanse, skriftlig;Hele landet;Finnmark - Finnmárku - Finmarkku;Vardø videregående skole;*;*
2;2;NOR1270;I;34;34;Norsk hovedmål, vg3 påbygging til generell studiekompetanse, skriftlig;Hele landet;Innlandet;Alle skoler;3,7;580
2;3;NOR1270;I;34;974571900;Norsk hovedmål, vg3 påbygging til generell studiekompetanse, skriftlig;Hele landet;Innlandet;Elverum videregående skole;3,4;45
2;3;NOR1270;I;34;998513448;Norsk hovedmål, vg3 påbygging til generell studiekompetanse, skriftlig;Hele landet;Innlandet;Hadeland videregående skole;3,9;21
2;3;NOR1270;I;34;974572060;Norsk hovedmål, vg3 påbygging til generell studiekompetanse, skriftlig;Hele landet;Innlandet;Jønsberg videregående skole;3,9;51
2;3;NOR1270;I;34;974597322;Norsk hovedmål, vg3 påbygging til generell studiekompetanse, skriftlig;Hele landet;Innlandet;Lena-Valle videregående skole avd Lena;*;*
2;3;NOR1270;I;34;974597241;Norsk hovedmål, vg3 påbygging til generell studiekompetanse, skriftlig;Hele landet;Innlandet;Lillehammer videregående skole avd Nord;3,8;68
2;3;NOR1270;I;34;974597209;Norsk hovedmål, vg3 påbygging til generell studiekompetanse, skriftlig;Hele landet;Innlandet;Nord-Gudbrandsdal vidaregåande skule;3,8;21
2;3;NOR1270;I;34;970963847;Norsk hovedmål, vg3 påbygging til generell studiekompetanse, skriftlig;Hele landet;Innlandet;Nord-Østerdal videregående skole;3;29
2;3;NOR1270;I;34;974597330;Norsk hovedmål, vg3 påbygging til generell studiekompetanse, skriftlig;Hele landet;Innlandet;Raufoss videregående skole;3,9;86
2;3;NOR1270;I;34;974597373;Norsk hovedmål, vg3 påbygging til generell studiekompetanse, skriftlig;Hele landet;Innlandet;Raufoss videregående skole avd Dokka;4,2;22
2;3;NOR1270;I;34;974571897;Norsk hovedmål, vg3 påbygging til generell studiekompetanse, skriftlig;Hele landet;Innlandet;Ringsaker videregående skole;3,7;42
2;3;NOR1270;I;34;974572117;Norsk hovedmål, vg3 påbygging til generell studiekompetanse, skriftlig;Hele landet;Innlandet;Sentrum videregående skole avd Skarnes;3,9;18
2;3;NOR1270;I;34;974571986;Norsk hovedmål, vg3 påbygging til generell studiekompetanse, skriftlig;Hele landet;Innlandet;Solør videregående skole;3,2;33
2;3;NOR1270;I;34;974571935;Norsk hovedmål, vg3 påbygging til generell studiekompetanse, skriftlig;Hele landet;Innlandet;Storhamar videregående skole;3,7;54
2;3;NOR1270;I;34;974572052;Norsk hovedmål, vg3 påbygging til generell studiekompetanse, skriftlig;Hele landet;Innlandet;Storsteigen videregående skole;3,8;11
2;3;NOR1270;I;34;974572028;Norsk hovedmål, vg3 påbygging til generell studiekompetanse, skriftlig;Hele landet;Innlandet;Trysil videregående skole;*;*
2;3;NOR1270;I;34;974597381;Norsk hovedmål, vg3 påbygging til generell studiekompetanse, skriftlig;Hele landet;Innlandet;Valdres vidaregåande skule;3,6;29
2;3;NOR1270;I;34;974597233;Norsk hovedmål, vg3 påbygging til generell studiekompetanse, skriftlig;Hele landet;Innlandet;Vinstra vidaregåande skule;3,8;17
2;3;NOR1270;I;34;974571978;Norsk hovedmål, vg3 påbygging til generell studiekompetanse, skriftlig;Hele landet;Innlandet;Øvrebyen videregående skole;3,4;22
2;2;NOR1270;I;15;15;Norsk hovedmål, vg3 påbygging til generell studiekompetanse, skriftlig;Hele landet;Møre og Romsdal;Alle skoler;3,7;498
2;3;NOR1270;I;15;984800746;Norsk hovedmål, vg3 påbygging til generell studiekompetanse, skriftlig;Hele landet;Møre og Romsdal;Akademiet Vgs Ålesund AS;*;*
2;3;NOR1270;I;15;974576449;Norsk hovedmål, vg3 påbygging til generell studiekompetanse, skriftlig;Hele landet;Møre og Romsdal;Gjermundnes vidaregåande skule;3,8;17
2;3;NOR1270;I;15;974576716;Norsk hovedmål, vg3 påbygging til generell studiekompetanse, skriftlig;Hele landet;Møre og Romsdal;Haram vidaregåande skule;3,5;11
2;3;NOR1270;I;15;974576481;Norsk hovedmål, vg3 påbygging til generell studiekompetanse, skriftlig;Hele landet;Møre og Romsdal;Herøy vidaregåande skule;3,3;24
2;3;NOR1270;I;15;974576708;Norsk hovedmål, vg3 påbygging til generell studiekompetanse, skriftlig;Hele landet;Møre og Romsdal;Hustadvika vidaregåande skole;3,5;30
2;3;NOR1270;I;15;974576589;Norsk hovedmål, vg3 påbygging til generell studiekompetanse, skriftlig;Hele landet;Møre og Romsdal;Kristiansund videregående skole;3,7;73
2;3;NOR1270;I;15;974576422;Norsk hovedmål, vg3 påbygging til generell studiekompetanse, skriftlig;Hele landet;Møre og Romsdal;Molde videregående skole;4,2;33
2;3;NOR1270;I;15;974576546;Norsk hovedmål, vg3 påbygging til generell studiekompetanse, skriftlig;Hele landet;Møre og Romsdal;Romsdal videregående skole;3,5;54
2;3;NOR1270;I;15;974577267;Norsk hovedmål, vg3 påbygging til generell studiekompetanse, skriftlig;Hele landet;Møre og Romsdal;Spjelkavik videregående skole;3,8;44
2;3;NOR1270;I;15;974576570;Norsk hovedmål, vg3 påbygging til generell studiekompetanse, skriftlig;Hele landet;Møre og Romsdal;Sunndal vidaregåande skole;3,5;17
2;3;NOR1270;I;15;974576651;Norsk hovedmål, vg3 påbygging til generell studiekompetanse, skriftlig;Hele landet;Møre og Romsdal;Surnadal vidaregåande skule;3,3;6
2;3;NOR1270;I;15;974576694;Norsk hovedmål, vg3 påbygging til generell studiekompetanse, skriftlig;Hele landet;Møre og Romsdal;Sykkylven vidaregåande skule;3,8;29
2;3;NOR1270;I;15;974576430;Norsk hovedmål, vg3 påbygging til generell studiekompetanse, skriftlig;Hele landet;Møre og Romsdal;Ulstein vidaregåande skule;3,2;20
2;3;NOR1270;I;15;974117711;Norsk hovedmål, vg3 påbygging til generell studiekompetanse, skriftlig;Hele landet;Møre og Romsdal;Vestborg Vgs;*;*
2;3;NOR1270;I;15;874576492;Norsk hovedmål, vg3 påbygging til generell studiekompetanse, skriftlig;Hele landet;Møre og Romsdal;Volda vidaregåande skule;3,9;49
2;3;NOR1270;I;15;974576503;Norsk hovedmål, vg3 påbygging til generell studiekompetanse, skriftlig;Hele landet;Møre og Romsdal;Ålesund videregående skole;3,7;65
2;2;NOR1270;I;18;18;Norsk hovedmål, vg3 påbygging til generell studiekompetanse, skriftlig;Hele landet;Nordland - Nordlánnda;Alle skoler;3,6;296
2;3;NOR1270;I;18;974621134;Norsk hovedmål, vg3 påbygging til generell studiekompetanse, skriftlig;Hele landet;Nordland - Nordlánnda;Aust-Lofoten videregående skole;3,8;19
2;3;NOR1270;I;18;974621215;Norsk hovedmål, vg3 påbygging til generell studiekompetanse, skriftlig;Hele landet;Nordland - Nordlánnda;Bodin videregående skole;3,2;26
2;3;NOR1270;I;18;974621223;Norsk hovedmål, vg3 påbygging til generell studiekompetanse, skriftlig;Hele landet;Nordland - Nordlánnda;Bodø videregående skole;3,9;55
2;3;NOR1270;I;18;974621401;Norsk hovedmål, vg3 påbygging til generell studiekompetanse, skriftlig;Hele landet;Nordland - Nordlánnda;Brønnøysund videregående skole;3,4;24
2;3;NOR1270;I;18;818509812;Norsk hovedmål, vg3 påbygging til generell studiekompetanse, skriftlig;Hele landet;Nordland - Nordlánnda;Campus Blå videregående skole AS;4,4;8
2;3;NOR1270;I;18;924480831;Norsk hovedmål, vg3 påbygging til generell studiekompetanse, skriftlig;Hele landet;Nordland - Nordlánnda;Havbruksakademiet Nord AS;*;*
2;3;NOR1270;I;18;973494694;Norsk hovedmål, vg3 påbygging til generell studiekompetanse, skriftlig;Hele landet;Nordland - Nordlánnda;Kristen videregående skole Nordland Sti;*;*
2;3;NOR1270;I;18;974621355;Norsk hovedmål, vg3 påbygging til generell studiekompetanse, skriftlig;Hele landet;Nordland - Nordlánnda;Mosjøen videregående skole;3,5;38
2;3;NOR1270;I;18;974041707;Norsk hovedmål, vg3 påbygging til generell studiekompetanse, skriftlig;Hele landet;Nordland - Nordlánnda;Narvik videregående skole;3;27
2;3;NOR1270;I;18;974621304;Norsk hovedmål, vg3 påbygging til generell studiekompetanse, skriftlig;Hele landet;Nordland - Nordlánnda;Polarsirkelen videregående skole;3,5;32
2;3;NOR1270;I;18;974621274;Norsk hovedmål, vg3 påbygging til generell studiekompetanse, skriftlig;Hele landet;Nordland - Nordlánnda;Saltdal videregående skole;3;11
2;3;NOR1270;I;18;874621382;Norsk hovedmål, vg3 påbygging til generell studiekompetanse, skriftlig;Hele landet;Nordland - Nordlánnda;Sandnessjøen videregående skole;4;9
2;3;NOR1270;I;18;974621053;Norsk hovedmål, vg3 påbygging til generell studiekompetanse, skriftlig;Hele landet;Nordland - Nordlánnda;Sortland videregående skole avd Sortland;3,7;18
2;3;NOR1270;I;18;974621169;Norsk hovedmål, vg3 påbygging til generell studiekompetanse, skriftlig;Hele landet;Nordland - Nordlánnda;Vest-Lofoten videregående skole;3,9;23
2;2;NOR1270;I;3;3;Norsk hovedmål, vg3 påbygging til generell studiekompetanse, skriftlig;Hele landet;Oslo;Alle skoler;3,3;556
2;3;NOR1270;I;3;887664102;Norsk hovedmål, vg3 påbygging til generell studiekompetanse, skriftlig;Hele landet;Oslo;Akademiet Oslo AS;3,9;54
2;3;NOR1270;I;3;988938386;Norsk hovedmål, vg3 påbygging til generell studiekompetanse, skriftlig;Hele landet;Oslo;Akademiet Vgs Bislett AS;3,7;26
2;3;NOR1270;I;3;873626372;Norsk hovedmål, vg3 påbygging til generell studiekompetanse, skriftlig;Hele landet;Oslo;Eikelund videregående skole;3,6;17
2;3;NOR1270;I;3;974590999;Norsk hovedmål, vg3 påbygging til generell studiekompetanse, skriftlig;Hele landet;Oslo;Elvebakken videregående skole;3,7;27
2;3;NOR1270;I;3;974591022;Norsk hovedmål, vg3 påbygging til generell studiekompetanse, skriftlig;Hele landet;Oslo;Etterstad videregående skole;3,3;88
2;3;NOR1270;I;3;974590956;Norsk hovedmål, vg3 påbygging til generell studiekompetanse, skriftlig;Hele landet;Oslo;Hellerud videregående skole;3;88
2;3;NOR1270;I;3;912001008;Norsk hovedmål, vg3 påbygging til generell studiekompetanse, skriftlig;Hele landet;Oslo;Hersleb videregående skole;3,5;94
2;3;NOR1270;I;3;899178092;Norsk hovedmål, vg3 påbygging til generell studiekompetanse, skriftlig;Hele landet;Oslo;Kuben videregående skole;3,4;28
2;3;NOR1270;I;3;974714426;Norsk hovedmål, vg3 påbygging til generell studiekompetanse, skriftlig;Hele landet;Oslo;Natur videregående skole Sti;3,7;29
2;3;NOR1270;I;3;974591065;Norsk hovedmål, vg3 påbygging til generell studiekompetanse, skriftlig;Hele landet;Oslo;Stovner videregående skole;3,1;65
2;3;NOR1270;I;3;974590972;Norsk hovedmål, vg3 påbygging til generell studiekompetanse, skriftlig;Hele landet;Oslo;Ulsrud videregående skole;2,7;40
2;2;NOR1270;I;11;11;Norsk hovedmål, vg3 påbygging til generell studiekompetanse, skriftlig;Hele landet;Rogaland;Alle skoler;3,5;972
2;3;NOR1270;I;11;987546603;Norsk hovedmål, vg3 påbygging til generell studiekompetanse, skriftlig;Hele landet;Rogaland;Akademiet Sandnes;3,6;15
2;3;NOR1270;I;11;913385632;Norsk hovedmål, vg3 påbygging til generell studiekompetanse, skriftlig;Hele landet;Rogaland;Bryne vidaregåande skule;3,4;104
2;3;NOR1270;I;11;974624478;Norsk hovedmål, vg3 påbygging til generell studiekompetanse, skriftlig;Hele landet;Rogaland;Dalane videregående skole;3,4;47
2;3;NOR1270;I;11;974624516;Norsk hovedmål, vg3 påbygging til generell studiekompetanse, skriftlig;Hele landet;Rogaland;Gand videregående skole;3,8;139
2;3;NOR1270;I;11;974624648;Norsk hovedmål, vg3 påbygging til generell studiekompetanse, skriftlig;Hele landet;Rogaland;Godalen videregående skole;3,5;19
2;3;NOR1270;I;11;974624486;Norsk hovedmål, vg3 påbygging til generell studiekompetanse, skriftlig;Hele landet;Rogaland;Haugaland videregående skole;3,2;81
2;3;NOR1270;I;11;916612095;Norsk hovedmål, vg3 påbygging til generell studiekompetanse, skriftlig;Hele landet;Rogaland;Hauge videregående skole;*;*
2;3;NOR1270;I;11;971816287;Norsk hovedmål, vg3 påbygging til generell studiekompetanse, skriftlig;Hele landet;Rogaland;Haugesund Toppidrettsgymnas AS;3,9;11
2;3;NOR1270;I;11;990183449;Norsk hovedmål, vg3 påbygging til generell studiekompetanse, skriftlig;Hele landet;Rogaland;Jåttå videregående skole;3,4;175
2;3;NOR1270;I;11;974624591;Norsk hovedmål, vg3 påbygging til generell studiekompetanse, skriftlig;Hele landet;Rogaland;Karmsund videregående skole;3,8;19
2;3;NOR1270;I;11;974624389;Norsk hovedmål, vg3 påbygging til generell studiekompetanse, skriftlig;Hele landet;Rogaland;Kopervik videregående skole;3,6;46
2;3;NOR1270;I;11;874117722;Norsk hovedmål, vg3 påbygging til generell studiekompetanse, skriftlig;Hele landet;Rogaland;Lundeneset Vgs;3,7;24
2;3;NOR1270;I;11;874624772;Norsk hovedmål, vg3 påbygging til generell studiekompetanse, skriftlig;Hele landet;Rogaland;Møllehagen skolesenter grunnskole og videregående skole;*;*
2;3;NOR1270;I;11;913404793;Norsk hovedmål, vg3 påbygging til generell studiekompetanse, skriftlig;Hele landet;Rogaland;Norheim Vgs AS;3,4;7
2;3;NOR1270;I;11;974624664;Norsk hovedmål, vg3 påbygging til generell studiekompetanse, skriftlig;Hele landet;Rogaland;Randaberg videregående skole;3,8;80
2;3;NOR1270;I;11;874624632;Norsk hovedmål, vg3 påbygging til generell studiekompetanse, skriftlig;Hele landet;Rogaland;Sauda vidaregåande skule;4,2;17
2;3;NOR1270;I;11;919938331;Norsk hovedmål, vg3 påbygging til generell studiekompetanse, skriftlig;Hele landet;Rogaland;Stavanger Offshore Tekniske skole;*;*
2;3;NOR1270;I;11;974624419;Norsk hovedmål, vg3 påbygging til generell studiekompetanse, skriftlig;Hele landet;Rogaland;Strand videregående skole;3,4;25
2;3;NOR1270;I;11;973157221;Norsk hovedmål, vg3 påbygging til generell studiekompetanse, skriftlig;Hele landet;Rogaland;Tryggheim vidaregåande skule;3,4;59
2;3;NOR1270;I;11;974313804;Norsk hovedmål, vg3 påbygging til generell studiekompetanse, skriftlig;Hele landet;Rogaland;Tveit vidaregåande skule Sti;*;*
2;3;NOR1270;I;11;974624435;Norsk hovedmål, vg3 påbygging til generell studiekompetanse, skriftlig;Hele landet;Rogaland;Vardafjell videregående skole;2,9;20
2;3;NOR1270;I;11;974624451;Norsk hovedmål, vg3 påbygging til generell studiekompetanse, skriftlig;Hele landet;Rogaland;Øksnevad videregående skole;*;*
2;3;NOR1270;I;11;974557134;Norsk hovedmål, vg3 påbygging til generell studiekompetanse, skriftlig;Hele landet;Rogaland;Ølen vidaregåande skule;3,5;22
2;2;NOR1270;I;40;40;Norsk hovedmål, vg3 påbygging til generell studiekompetanse, skriftlig;Hele landet;Telemark;Alle skoler;3,6;270
2;3;NOR1270;I;40;974568071;Norsk hovedmål, vg3 påbygging til generell studiekompetanse, skriftlig;Hele landet;Telemark;Hjalmar Johansen videregående skole;3,7;126
2;3;NOR1270;I;40;974568004;Norsk hovedmål, vg3 påbygging til generell studiekompetanse, skriftlig;Hele landet;Telemark;Kragerø videregående skole;3,5;30
2;3;NOR1270;I;40;974568187;Norsk hovedmål, vg3 påbygging til generell studiekompetanse, skriftlig;Hele landet;Telemark;Nome videregående skole avd Søve;3,5;47
2;3;NOR1270;I;40;974568012;Norsk hovedmål, vg3 påbygging til generell studiekompetanse, skriftlig;Hele landet;Telemark;Notodden videregående skole;3,5;41
2;3;NOR1270;I;40;874568082;Norsk hovedmål, vg3 påbygging til generell studiekompetanse, skriftlig;Hele landet;Telemark;Rjukan videregående skole;3,3;13
2;3;NOR1270;I;40;974568055;Norsk hovedmål, vg3 påbygging til generell studiekompetanse, skriftlig;Hele landet;Telemark;Vest-Telemark vidaregåande skule;4,3;13
2;2;NOR1270;I;55;55;Norsk hovedmål, vg3 påbygging til generell studiekompetanse, skriftlig;Hele landet;Troms - Romsa - Tromssa ;Alle skoler;3,6;258
2;3;NOR1270;I;55;974546817;Norsk hovedmål, vg3 påbygging til generell studiekompetanse, skriftlig;Hele landet;Troms - Romsa - Tromssa ;Bardufoss videregående skole;3,5;23
2;3;NOR1270;I;55;974546906;Norsk hovedmål, vg3 påbygging til generell studiekompetanse, skriftlig;Hele landet;Troms - Romsa - Tromssa ;Kvaløya videregående skole;3,7;105
2;3;NOR1270;I;55;974117703;Norsk hovedmål, vg3 påbygging til generell studiekompetanse, skriftlig;Hele landet;Troms - Romsa - Tromssa ;Nordborg Vgs;*;*
2;3;NOR1270;I;55;974546957;Norsk hovedmål, vg3 påbygging til generell studiekompetanse, skriftlig;Hele landet;Troms - Romsa - Tromssa ;Nord-Troms videregående skole avd Nordreisa;*;*
2;3;NOR1270;I;55;974546698;Norsk hovedmål, vg3 påbygging til generell studiekompetanse, skriftlig;Hele landet;Troms - Romsa - Tromssa ;Senja videregående skole avd Finnfjordbotn;3,8;29
2;3;NOR1270;I;55;974546809;Norsk hovedmål, vg3 påbygging til generell studiekompetanse, skriftlig;Hele landet;Troms - Romsa - Tromssa ;Sjøvegan videregående skole;4,9;11
2;3;NOR1270;I;55;974546760;Norsk hovedmål, vg3 påbygging til generell studiekompetanse, skriftlig;Hele landet;Troms - Romsa - Tromssa ;Stangnes Rå videregående skole avd Stangnes;3,2;58
2;2;NOR1270;I;50;50;Norsk hovedmål, vg3 påbygging til generell studiekompetanse, skriftlig;Hele landet;Trøndelag - Trööndelage;Alle skoler;3,8;816
2;3;NOR1270;I;50;991025057;Norsk hovedmål, vg3 påbygging til generell studiekompetanse, skriftlig;Hele landet;Trøndelag - Trööndelage;Aglo videregående skole;3;7
2;3;NOR1270;I;50;971816279;Norsk hovedmål, vg3 påbygging til generell studiekompetanse, skriftlig;Hele landet;Trøndelag - Trööndelage;Bybroen videregående skole AS;3,9;78
2;3;NOR1270;I;50;926694022;Norsk hovedmål, vg3 påbygging til generell studiekompetanse, skriftlig;Hele landet;Trøndelag - Trööndelage;Cissi Klein videregående skole;3,9;141
2;3;NOR1270;I;50;974557975;Norsk hovedmål, vg3 påbygging til generell studiekompetanse, skriftlig;Hele landet;Trøndelag - Trööndelage;Fosen videregående skole;3,7;18
2;3;NOR1270;I;50;974557983;Norsk hovedmål, vg3 påbygging til generell studiekompetanse, skriftlig;Hele landet;Trøndelag - Trööndelage;Gauldal videregående skole;3,5;13
2;3;NOR1270;I;50;974560771;Norsk hovedmål, vg3 påbygging til generell studiekompetanse, skriftlig;Hele landet;Trøndelag - Trööndelage;Grong videregående skole;3,7;15
2;3;NOR1270;I;50;974558017;Norsk hovedmål, vg3 påbygging til generell studiekompetanse, skriftlig;Hele landet;Trøndelag - Trööndelage;Guri Kunna videregående skole avd Hitra;4;12
2;3;NOR1270;I;50;929188829;Norsk hovedmål, vg3 påbygging til generell studiekompetanse, skriftlig;Hele landet;Trøndelag - Trööndelage;Johan Bojer videregående skole;4,3;15
2;3;NOR1270;I;50;974149699;Norsk hovedmål, vg3 påbygging til generell studiekompetanse, skriftlig;Hele landet;Trøndelag - Trööndelage;Kristen videregående skole Trøndelag;4,3;47
2;3;NOR1270;I;50;874558052;Norsk hovedmål, vg3 påbygging til generell studiekompetanse, skriftlig;Hele landet;Trøndelag - Trööndelage;Kyrksæterøra videregående skole;3,4;8
2;3;NOR1270;I;50;974560704;Norsk hovedmål, vg3 påbygging til generell studiekompetanse, skriftlig;Hele landet;Trøndelag - Trööndelage;Levanger videregående skole;3,2;39
2;3;NOR1270;I;50;973638416;Norsk hovedmål, vg3 påbygging til generell studiekompetanse, skriftlig;Hele landet;Trøndelag - Trööndelage;Lukas videregående skole AS;4;41
2;3;NOR1270;I;50;874558362;Norsk hovedmål, vg3 påbygging til generell studiekompetanse, skriftlig;Hele landet;Trøndelag - Trööndelage;Melhus videregående skole;3,4;18
2;3;NOR1270;I;50;874560782;Norsk hovedmål, vg3 påbygging til generell studiekompetanse, skriftlig;Hele landet;Trøndelag - Trööndelage;Mære landbruksskole;3,7;22
2;3;NOR1270;I;50;974560712;Norsk hovedmål, vg3 påbygging til generell studiekompetanse, skriftlig;Hele landet;Trøndelag - Trööndelage;Olav Duun videregående skole;3,6;53
2;3;NOR1270;I;50;974560720;Norsk hovedmål, vg3 påbygging til generell studiekompetanse, skriftlig;Hele landet;Trøndelag - Trööndelage;Ole Vig videregående skole;3,4;52
2;3;NOR1270;I;50;974558041;Norsk hovedmål, vg3 påbygging til generell studiekompetanse, skriftlig;Hele landet;Trøndelag - Trööndelage;Oppdal videregående skole;*;*
2;3;NOR1270;I;50;974557967;Norsk hovedmål, vg3 påbygging til generell studiekompetanse, skriftlig;Hele landet;Trøndelag - Trööndelage;Orkdal vidaregåande skole;3,4;25
2;3;NOR1270;I;50;974558130;Norsk hovedmål, vg3 påbygging til generell studiekompetanse, skriftlig;Hele landet;Trøndelag - Trööndelage;Røros videregående skole;3,7;15
2;3;NOR1270;I;50;974558068;Norsk hovedmål, vg3 påbygging til generell studiekompetanse, skriftlig;Hele landet;Trøndelag - Trööndelage;Selbu videregående skole;3,9;9
2;3;NOR1270;I;50;974558076;Norsk hovedmål, vg3 påbygging til generell studiekompetanse, skriftlig;Hele landet;Trøndelag - Trööndelage;Skjetlein videregående skole;3,7;30
2;3;NOR1270;I;50;932343150;Norsk hovedmål, vg3 påbygging til generell studiekompetanse, skriftlig;Hele landet;Trøndelag - Trööndelage;Sommerschild skole;3,5;8
2;3;NOR1270;I;50;974560690;Norsk hovedmål, vg3 påbygging til generell studiekompetanse, skriftlig;Hele landet;Trøndelag - Trööndelage;Steinkjer videregående skole;3,4;48
2;3;NOR1270;I;50;927015919;Norsk hovedmål, vg3 påbygging til generell studiekompetanse, skriftlig;Hele landet;Trøndelag - Trööndelage;Trøndelag nettskole;*;*
2;3;NOR1270;I;50;974139790;Norsk hovedmål, vg3 påbygging til generell studiekompetanse, skriftlig;Hele landet;Trøndelag - Trööndelage;Val Skoler AS avd Vgs;4,9;24
2;3;NOR1270;I;50;974560747;Norsk hovedmål, vg3 påbygging til generell studiekompetanse, skriftlig;Hele landet;Trøndelag - Trööndelage;Verdal videregående skole;3,4;25
2;3;NOR1270;I;50;974560739;Norsk hovedmål, vg3 påbygging til generell studiekompetanse, skriftlig;Hele landet;Trøndelag - Trööndelage;Ytre Namdal videregående skole;3,3;22
